material,site,direction,bond_length_A,fft_spacing_A,r_peak_A,h_peak,M
OBE,4,1,3.0873599952739,0.117026952819268,0.896210357591903,0.458098704052693,0.410552803371451
OBE,4,2,3.09554273478139,0.117026952819268,0.894213675734041,0.468025372689673,0.418514688849627
OBE,4,3,3.15692120823044,0.117026952819268,0.900205358810022,0.469161084454673,0.422341322371218
OBE,4,4,3.19567267761536,0.117026952819268,0.903223470043012,0.479410554809778,0.433014864890533
OBE,4,5,3.19992183997618,0.117026952819268,0.901311829151548,0.488322666524936,0.440130995781751
OBE,4,6,3.29523431785228,0.117026952819268,0.9115444054802,0.494347654455774,0.45061983878142
AEP,1,1,2.98135829014187,0.117642282555047,0.892143681886189,0.441934429888912,0.394269009433368
AEP,1,2,3.16559629126322,0.117642282555047,0.897605023491064,0.470933068176128,0.422711887722952
AEP,1,3,3.21470474454242,0.117642282555047,0.902686780603224,0.465361401598792,0.420075585426218
AEP,1,4,3.21930667295846,0.117642282555047,0.901098320127571,0.476971593348697,0.429798301515082
AEP,1,5,3.23674541989391,0.117642282555047,0.904939878415148,0.472893928197576,0.427940573886376
AEP,1,6,3.52972399525302,0.117642282555047,0.930848478774448,0.525412899182287,0.489079797932304
AEP,2,1,3.03466933844681,0.117642282555047,0.893417929230144,0.445690699295698,0.398188061641897
AEP,2,2,3.09987945319452,0.117642282555047,0.895073855151616,0.450902863489001,0.403591364322003
AEP,2,3,3.12347711239532,0.117642282555047,0.895164797986185,0.464564550325282,0.415861831843474
AEP,2,4,3.25125591518318,0.117642282555047,0.9047920142837,0.485096034767216,0.438911018418065
AEP,2,5,3.35390384230311,0.117642282555047,0.916118743339856,0.495825989135274,0.454235482081848
AEP,2,6,3.39267516017889,0.117642282555047,0.921411827328409,0.513019771583731,0.472702485190569
AEP,3,1,2.98143897017605,0.117642282555047,0.8920435552961,0.441933294184667,0.394223746948207
AEP,3,2,3.16552341471926,0.117642282555047,0.897593827602188,0.470926238245354,0.422700484704948
AEP,3,3,3.21435547401977,0.117642282555047,0.90266004971831,0.465306523054177,0.420013609234338
AEP,3,4,3.21929664698691,0.117642282555047,0.901101861778408,0.476973567681241,0.429801769856656
AEP,3,5,3.23708859452061,0.117642282555047,0.904968740266571,0.472958782027301,0.428012913169259
AEP,3,6,3.52971902795996,0.117642282555047,0.930846985220982,0.525406008465836,0.489072598997413
AEP,4,1,3.03457743732576,0.117642282555047,0.893420082927427,0.445672349326712,0.398172627293932
AEP,4,2,3.10006924469649,0.117642282555047,0.895083014764502,0.450931481976717,0.403621110339945
AEP,4,3,3.12362403514614,0.117642282555047,0.895177247179904,0.464583452367929,0.415884535976059
AEP,4,4,3.25105388279835,0.117642282555047,0.904773221256354,0.485070167067831,0.438878497593319
AEP,4,5,3.35367862077576,0.117642282555047,0.916101304581176,0.495786606573933,0.454190757076254
AEP,4,6,3.39274662232747,0.117642282555047,0.921418417681278,0.51304616898149,0.472730189220366
HDA,1,1,3.14878982488039,0.117034611559377,0.896928581284278,0.478919655531408,0.429556727184941
HDA,1,2,3.14878982488039,0.117034611559377,0.896928556324477,0.478919540864193,0.429556612382902
HDA,1,3,3.18310143718301,0.117034611559377,0.901224962345198,0.477447421874356,0.430287534800528
