candidate_key,required_modules,object_type,local_expression,local_operation,source_primitives,within_reducer,across_reducer,unit,outer_transform,numeric_family_id,is_family_representative,feature_id,grid_dependent,max_grid_spread_pct_of_full_range,grid_stable
"outer=inv|sn_i_bond|div(d,r)|within=max|across=max",A,sn_i_bond,"div(d,r)",div,d+r,max,max,1,inv,94bd89295ab8,True,f045626,True,0.916165907712718,True
"outer=sq|sn_i_bond|div(d,r)|within=max|across=range",A,sn_i_bond,"div(d,r)",div,d+r,max,range,1,sq,f32f3797d839,True,f045627,True,2.23830481219928,True
"outer=sqrt|sn_i_bond|div(d,r)|within=max|across=range",A,sn_i_bond,"div(d,r)",div,d+r,max,range,1,sqrt,af0304b6a9de,True,f045628,True,1.40029706391581,True
"outer=sq|sn_i_bond|div(d,r)|within=max|across=site_cv",A,sn_i_bond,"div(d,r)",div,d+r,max,site_cv,1,sq,50247d77d760,True,f045629,True,2.23475745604806,True
"outer=sqrt|sn_i_bond|div(d,r)|within=max|across=site_cv",A,sn_i_bond,"div(d,r)",div,d+r,max,site_cv,1,sqrt,bbcce061eddf,True,f045630,True,1.42151089767953,True
"outer=sq|sn_i_bond|div(d,r)|within=top2_deviation|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,top2_deviation,mean,1,sq,ba6f257a9fdb,True,f045631,True,1.10813878315418,True
"outer=sqrt|sn_i_bond|div(d,r)|within=top2_deviation|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,top2_deviation,mean,1,sqrt,436b73275942,True,f045632,True,0.879180738765337,True
"outer=inv|sn_i_bond|div(d,r)|within=top2_deviation|across=mean",A,sn_i_bond,"div(d,r)",div,d+r,top2_deviation,mean,1,inv,2837146c9a6a,True,f045633,True,0.261613556141424,True
"outer=sq|sn_i_bond|div(d,r)|within=top2_deviation|across=median",A,sn_i_bond,"div(d,r)",div,d+r,top2_deviation,median,1,sq,145666a0d709,True,f045634,True,1.06771735686411,True
"outer=sqrt|sn_i_bond|div(d,r)|within=top2_deviation|across=median",A,sn_i_bond,"div(d,r)",div,d+r,top2_deviation,median,1,sqrt,25014198582f,True,f045635,True,0.879303168217275,True
"outer=inv|sn_i_bond|div(d,r)|within=top2_deviation|across=median",A,sn_i_bond,"div(d,r)",div,d+r,top2_deviation,median,1,inv,9aabc1b06715,True,f045636,True,0.261617500046441,True
"outer=sq|sn_i_bond|div(d,r)|within=top2_deviation|across=max",A,sn_i_bond,"div(d,r)",div,d+r,top2_deviation,max,1,sq,dc834fec47b1,True,f045637,True,0.633530240733985,True
"outer=sqrt|sn_i_bond|div(d,r)|within=top2_deviation|across=max",A,sn_i_bond,"div(d,r)",div,d+r,top2_deviation,max,1,sqrt,697e79b1f2dc,True,f045638,True,0.795563689326106,True
"outer=inv|sn_i_bond|div(d,r)|within=top2_deviation|across=max",A,sn_i_bond,"div(d,r)",div,d+r,top2_deviation,max,1,inv,6b7c162441d3,True,f045639,True,0.322747858013282,True
"outer=sq|sn_i_bond|div(d,r)|within=top2_deviation|across=range",A,sn_i_bond,"div(d,r)",div,d+r,top2_deviation,range,1,sq,2320788e1f3f,True,f045640,True,1.37946487733148,True
"outer=sqrt|sn_i_bond|div(d,r)|within=top2_deviation|across=range",A,sn_i_bond,"div(d,r)",div,d+r,top2_deviation,range,1,sqrt,924e5927c20f,True,f045641,True,2.10163022228469,True
"outer=sq|sn_i_bond|div(d,r)|within=top2_deviation|across=site_cv",A,sn_i_bond,"div(d,r)",div,d+r,top2_deviation,site_cv,1,sq,d1b3322a2de0,True,f045642,True,0.460547640445967,True
"outer=sqrt|sn_i_bond|div(d,r)|within=top2_deviation|across=site_cv",A,sn_i_bond,"div(d,r)",div,d+r,top2_deviation,site_cv,1,sqrt,2ece66a298d4,True,f045643,True,1.67065021082915,True
"outer=sq|sn_i_bond|div(r,d)|within=mean|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mean,mean,1,sq,081754c693b9,True,f045644,True,4.41251905167872,True
"outer=sqrt|sn_i_bond|div(r,d)|within=mean|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mean,mean,1,sqrt,3d06421e6098,True,f045645,True,4.39632000488144,True
"outer=inv|sn_i_bond|div(r,d)|within=mean|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mean,mean,1,inv,bf98eb173476,True,f045646,True,4.38004484083244,True
"outer=sq|sn_i_bond|div(r,d)|within=mean|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mean,median,1,sq,a7ba6595d4ec,True,f045647,True,4.41397323459684,True
"outer=sqrt|sn_i_bond|div(r,d)|within=mean|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mean,median,1,sqrt,c525045b262d,True,f045648,True,4.39778293019974,True
"outer=inv|sn_i_bond|div(r,d)|within=mean|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mean,median,1,inv,7450aced7e87,True,f045649,True,4.38151646993479,True
"outer=sq|sn_i_bond|div(r,d)|within=mean|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mean,max,1,sq,7d5e11364377,True,f045650,True,4.85380638764869,True
"outer=sqrt|sn_i_bond|div(r,d)|within=mean|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mean,max,1,sqrt,005ba81a6ab0,True,f045651,True,4.84450396480659,True
"outer=inv|sn_i_bond|div(r,d)|within=mean|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mean,max,1,inv,2d4eac68748f,True,f045652,True,4.83509629960526,True
"outer=sqrt|sn_i_bond|div(r,d)|within=mean|across=range",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mean,range,1,sqrt,37de04563676,True,f045654,True,4.76317538131878,True
"outer=sqrt|sn_i_bond|div(r,d)|within=mean|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mean,site_cv,1,sqrt,39b376dba311,True,f045656,True,4.73352631238483,True
"outer=sq|sn_i_bond|div(r,d)|within=sd|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,sd,mean,1,sq,2123b6c6d6dd,True,f045657,True,1.6472147110476,True
"outer=sqrt|sn_i_bond|div(r,d)|within=sd|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,sd,mean,1,sqrt,88d7b05daa4b,True,f045658,True,0.663551632068217,True
"outer=inv|sn_i_bond|div(r,d)|within=sd|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,sd,mean,1,inv,7add92569de5,True,f045659,True,0.145503925047209,True
"outer=sq|sn_i_bond|div(r,d)|within=sd|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,sd,median,1,sq,37ccd0bbb1c5,True,f045660,True,1.6419320856978,True
"outer=sqrt|sn_i_bond|div(r,d)|within=sd|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,sd,median,1,sqrt,9429557dafaf,True,f045661,True,0.661042347714228,True
"outer=inv|sn_i_bond|div(r,d)|within=sd|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,sd,median,1,inv,81bd45b5c166,True,f045662,True,0.145507022642836,True
"outer=sq|sn_i_bond|div(r,d)|within=sd|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,sd,max,1,sq,680dd4ddad5d,True,f045663,True,1.16154701035308,True
"outer=sqrt|sn_i_bond|div(r,d)|within=sd|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,sd,max,1,sqrt,e12b4b7c253b,True,f045664,True,0.527022640679279,True
"outer=inv|sn_i_bond|div(r,d)|within=sd|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,sd,max,1,inv,c4a4f11bf6e9,True,f045665,True,0.167698941657627,True
"outer=sq|sn_i_bond|div(r,d)|within=sd|across=range",A,sn_i_bond,"div(r,d)",div_reverse,d+r,sd,range,1,sq,86280b110989,True,f045666,True,0.283352165693242,True
"outer=sqrt|sn_i_bond|div(r,d)|within=sd|across=range",A,sn_i_bond,"div(r,d)",div_reverse,d+r,sd,range,1,sqrt,28485cc52707,True,f045667,True,2.17447170057104,True
"outer=sq|sn_i_bond|div(r,d)|within=sd|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,sd,site_cv,1,sq,bb7fabb367af,True,f045668,True,0.0526100708586014,True
"outer=sqrt|sn_i_bond|div(r,d)|within=sd|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,sd,site_cv,1,sqrt,35a519058a68,True,f045669,True,1.62201735109388,True
"outer=sq|sn_i_bond|div(r,d)|within=cv|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,cv,mean,1,sq,0e4ddab4e159,True,f045670,True,1.62404278335012,True
"outer=sqrt|sn_i_bond|div(r,d)|within=cv|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,cv,mean,1,sqrt,f3ef9af9c50d,True,f045671,True,0.656081349017364,True
"outer=inv|sn_i_bond|div(r,d)|within=cv|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,cv,mean,1,inv,9d3218e51010,True,f045672,True,0.152419632081238,True
"outer=sq|sn_i_bond|div(r,d)|within=cv|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,cv,median,1,sq,ae459041d406,True,f045673,True,1.61974181111716,True
"outer=sqrt|sn_i_bond|div(r,d)|within=cv|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,cv,median,1,sqrt,7d312cb50214,True,f045674,True,0.653967447316218,True
"outer=inv|sn_i_bond|div(r,d)|within=cv|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,cv,median,1,inv,fb56c92f41ed,True,f045675,True,0.152422774048665,True
"outer=sq|sn_i_bond|div(r,d)|within=cv|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,cv,max,1,sq,e227c433f68e,True,f045676,True,1.12161991101284,True
"outer=sqrt|sn_i_bond|div(r,d)|within=cv|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,cv,max,1,sqrt,b5bf16dea430,True,f045677,True,0.511951073664612,True
"outer=inv|sn_i_bond|div(r,d)|within=cv|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,cv,max,1,inv,01ef00899748,True,f045678,True,0.175409134850653,True
"outer=sq|sn_i_bond|div(r,d)|within=cv|across=range",A,sn_i_bond,"div(r,d)",div_reverse,d+r,cv,range,1,sq,10137b581c9d,True,f045679,True,0.325398310804536,True
"outer=sqrt|sn_i_bond|div(r,d)|within=cv|across=range",A,sn_i_bond,"div(r,d)",div_reverse,d+r,cv,range,1,sqrt,d117ede312db,True,f045680,True,2.21607658166206,True
"outer=sq|sn_i_bond|div(r,d)|within=cv|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,cv,site_cv,1,sq,cf22c0047e80,True,f045681,True,0.0589855141748022,True
"outer=sqrt|sn_i_bond|div(r,d)|within=cv|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,cv,site_cv,1,sqrt,60d36ddd7d10,True,f045682,True,1.64654071814993,True
"outer=sq|sn_i_bond|div(r,d)|within=normalized_range|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,normalized_range,mean,1,sq,9d35cf2cadbe,True,f045683,True,1.1311746898733,True
"outer=sqrt|sn_i_bond|div(r,d)|within=normalized_range|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,normalized_range,mean,1,sqrt,ed73dfb14fd7,True,f045684,True,0.877990631787492,True
"outer=inv|sn_i_bond|div(r,d)|within=normalized_range|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,normalized_range,mean,1,inv,7657488144e3,True,f045685,True,0.252468757693635,True
"outer=sq|sn_i_bond|div(r,d)|within=normalized_range|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,normalized_range,median,1,sq,cea6f4eb2b77,True,f045686,True,1.08512347563149,True
"outer=sqrt|sn_i_bond|div(r,d)|within=normalized_range|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,normalized_range,median,1,sqrt,9dd9604f4de5,True,f045687,True,0.878130761229941,True
"outer=inv|sn_i_bond|div(r,d)|within=normalized_range|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,normalized_range,median,1,inv,88699b1cf36f,True,f045688,True,0.252472997920776,True
"outer=sq|sn_i_bond|div(r,d)|within=normalized_range|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,normalized_range,max,1,sq,5c6adaa192b8,True,f045689,True,0.64355212466533,True
"outer=sqrt|sn_i_bond|div(r,d)|within=normalized_range|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,normalized_range,max,1,sqrt,bcced0fbc6bd,True,f045690,True,0.770869675451231,True
"outer=inv|sn_i_bond|div(r,d)|within=normalized_range|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,normalized_range,max,1,inv,158360740c2f,True,f045691,True,0.25181240664927,True
"outer=sq|sn_i_bond|div(r,d)|within=normalized_range|across=range",A,sn_i_bond,"div(r,d)",div_reverse,d+r,normalized_range,range,1,sq,8dae183239b6,True,f045692,True,1.2402910375094,True
"outer=sqrt|sn_i_bond|div(r,d)|within=normalized_range|across=range",A,sn_i_bond,"div(r,d)",div_reverse,d+r,normalized_range,range,1,sqrt,b5ea89f78eef,True,f045693,True,1.15075201678485,True
"outer=sq|sn_i_bond|div(r,d)|within=normalized_range|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,normalized_range,site_cv,1,sq,9050b5a9c9d7,True,f045694,True,0.433534664549859,True
"outer=sqrt|sn_i_bond|div(r,d)|within=normalized_range|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,normalized_range,site_cv,1,sqrt,af982915f568,True,f045695,True,0.979484766304964,True
"outer=sqrt|sn_i_bond|div(r,d)|within=mad|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mad,mean,1,sqrt,fc63725a7d3c,True,f045697,True,2.03400520930723,True
"outer=inv|sn_i_bond|div(r,d)|within=mad|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mad,mean,1,inv,b73b423a9d4d,True,f045698,True,0.0006557856732247,True
"outer=sqrt|sn_i_bond|div(r,d)|within=mad|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mad,median,1,sqrt,a15cb42a0936,True,f045700,True,2.03858746753855,True
"outer=inv|sn_i_bond|div(r,d)|within=mad|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mad,median,1,inv,84380ebd6606,True,f045701,True,0.0006557856356303,True
"outer=sq|sn_i_bond|div(r,d)|within=mad|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mad,max,1,sq,cdf37f8beb37,True,f045702,True,4.65823949883061,True
"outer=sqrt|sn_i_bond|div(r,d)|within=mad|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mad,max,1,sqrt,f43162e9a5ae,True,f045703,True,1.4042608901871,True
"outer=inv|sn_i_bond|div(r,d)|within=mad|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mad,max,1,inv,903bb64f4408,True,f045704,True,0.000655808171087,True
"outer=sq|sn_i_bond|div(r,d)|within=mad|across=range",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mad,range,1,sq,c1b57b04626a,True,f045705,True,3.84279016860593,True
"outer=sqrt|sn_i_bond|div(r,d)|within=mad|across=range",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mad,range,1,sqrt,0814029ed222,True,f045706,True,1.62522085678444,True
"outer=sq|sn_i_bond|div(r,d)|within=mad|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mad,site_cv,1,sq,2e5c5362c617,True,f045707,True,4.86668039283673,True
"outer=sqrt|sn_i_bond|div(r,d)|within=mad|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,mad,site_cv,1,sqrt,6a2f7f474f2f,True,f045708,True,2.97573136221446,True
"outer=sq|sn_i_bond|div(r,d)|within=iqr|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,iqr,mean,1,sq,a27ff547ccd8,True,f045709,True,4.90489586562731,True
"outer=sqrt|sn_i_bond|div(r,d)|within=iqr|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,iqr,mean,1,sqrt,bb0ab68dfaf0,True,f045710,True,1.78504173994156,True
"outer=inv|sn_i_bond|div(r,d)|within=iqr|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,iqr,mean,1,inv,37ee7bc7a897,True,f045711,True,0.483574106110376,True
"outer=sq|sn_i_bond|div(r,d)|within=iqr|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,iqr,median,1,sq,78b50c078c7c,True,f045712,True,4.89936228663038,True
"outer=sqrt|sn_i_bond|div(r,d)|within=iqr|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,iqr,median,1,sqrt,d02be9147f54,True,f045713,True,1.78289058319107,True
"outer=inv|sn_i_bond|div(r,d)|within=iqr|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,iqr,median,1,inv,e3bdcd9a6fc5,True,f045714,True,0.483590455380778,True
"outer=sq|sn_i_bond|div(r,d)|within=iqr|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,iqr,max,1,sq,8f084388b7b5,True,f045715,True,4.88984308204099,True
"outer=sqrt|sn_i_bond|div(r,d)|within=iqr|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,iqr,max,1,sqrt,e7d6121bd06e,True,f045716,True,1.86569886043442,True
"outer=inv|sn_i_bond|div(r,d)|within=iqr|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,iqr,max,1,inv,e1f44ab421f3,True,f045717,True,0.514618483653764,True
"outer=sqrt|sn_i_bond|div(r,d)|within=iqr|across=range",A,sn_i_bond,"div(r,d)",div_reverse,d+r,iqr,range,1,sqrt,5bddf79e5a33,True,f045719,True,1.4792553547668,True
"outer=sq|sn_i_bond|div(r,d)|within=iqr|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,iqr,site_cv,1,sq,669e971a2f51,True,f045720,True,1.34999916320411,True
"outer=sqrt|sn_i_bond|div(r,d)|within=iqr|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,iqr,site_cv,1,sqrt,1efcadbc2c02,True,f045721,True,1.24565502184962,True
"outer=sq|sn_i_bond|div(r,d)|within=min|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,min,mean,1,sq,d764ee51c388,True,f045722,True,1.13783636155221,True
"outer=sqrt|sn_i_bond|div(r,d)|within=min|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,min,mean,1,sqrt,728174e6fe78,True,f045723,True,1.13624383092703,True
"outer=inv|sn_i_bond|div(r,d)|within=min|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,min,mean,1,inv,f8b255f0a8b4,True,f045724,True,1.13390732924905,True
"outer=sq|sn_i_bond|div(r,d)|within=min|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,min,median,1,sq,9c7701626a39,True,f045725,True,1.13777340065575,True
"outer=sqrt|sn_i_bond|div(r,d)|within=min|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,min,median,1,sqrt,492c62c430af,True,f045726,True,1.13617806565289,True
"outer=inv|sn_i_bond|div(r,d)|within=min|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,min,median,1,inv,1f6d78302faf,True,f045727,True,1.13383872501966,True
"outer=sq|sn_i_bond|div(r,d)|within=min|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,min,max,1,sq,c8e2be010ca0,True,f045728,True,1.3252605089578,True
"outer=sqrt|sn_i_bond|div(r,d)|within=min|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,min,max,1,sqrt,9e4ae35d58f8,True,f045729,True,1.36638527131313,True
"outer=inv|sn_i_bond|div(r,d)|within=min|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,min,max,1,inv,a8511eddf8f3,True,f045730,True,1.40811254177892,True
"outer=sq|sn_i_bond|div(r,d)|within=min|across=range",A,sn_i_bond,"div(r,d)",div_reverse,d+r,min,range,1,sq,eb24676d2f70,True,f045731,True,2.04178685896931,True
"outer=sqrt|sn_i_bond|div(r,d)|within=min|across=range",A,sn_i_bond,"div(r,d)",div_reverse,d+r,min,range,1,sqrt,165cf487b022,True,f045732,True,1.36542184811368,True
"outer=sq|sn_i_bond|div(r,d)|within=min|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,min,site_cv,1,sq,22473513fee3,True,f045733,True,2.234621141294,True
"outer=sqrt|sn_i_bond|div(r,d)|within=min|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,min,site_cv,1,sqrt,486629d0b66e,True,f045734,True,1.42148756348441,True
"outer=sq|sn_i_bond|div(r,d)|within=max|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,max,mean,1,sq,cdb7f9374d8a,True,f045735,True,0.706335081614938,True
"outer=sqrt|sn_i_bond|div(r,d)|within=max|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,max,mean,1,sqrt,9cd4c521aaf7,True,f045736,True,0.700720808728407,True
"outer=inv|sn_i_bond|div(r,d)|within=max|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,max,mean,1,inv,1b33deb111d6,True,f045737,True,0.69490741165319,True
"outer=sq|sn_i_bond|div(r,d)|within=max|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,max,median,1,sq,c38b4305f047,True,f045738,True,0.711104072978958,True
"outer=sqrt|sn_i_bond|div(r,d)|within=max|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,max,median,1,sqrt,e694f0191b47,True,f045739,True,0.705439957368377,True
"outer=inv|sn_i_bond|div(r,d)|within=max|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,max,median,1,inv,94b9dd7fe71a,True,f045740,True,0.699575877760268,True
"outer=sq|sn_i_bond|div(r,d)|within=max|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,max,max,1,sq,3acc31543dce,True,f045741,True,0.770666392034183,True
"outer=sqrt|sn_i_bond|div(r,d)|within=max|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,max,max,1,sqrt,c75d5d445028,True,f045742,True,0.765348605978334,True
"outer=inv|sn_i_bond|div(r,d)|within=max|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,max,max,1,inv,148a2c52e6e2,True,f045743,True,0.759711383577019,True
"outer=sq|sn_i_bond|div(r,d)|within=max|across=range",A,sn_i_bond,"div(r,d)",div_reverse,d+r,max,range,1,sq,3878becf360c,True,f045744,True,0.93288460291133,True
"outer=sqrt|sn_i_bond|div(r,d)|within=max|across=range",A,sn_i_bond,"div(r,d)",div_reverse,d+r,max,range,1,sqrt,3df102bad5ba,True,f045745,True,1.54062432569215,True
"outer=sq|sn_i_bond|div(r,d)|within=max|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,max,site_cv,1,sq,2c3581790c62,True,f045746,True,1.154575883199,True
"outer=sqrt|sn_i_bond|div(r,d)|within=max|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,max,site_cv,1,sqrt,da5cf57c1112,True,f045747,True,1.58020451531678,True
"outer=sq|sn_i_bond|div(r,d)|within=top2_deviation|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,top2_deviation,mean,1,sq,32d9171d723e,True,f045748,True,1.06107005246224,True
"outer=sqrt|sn_i_bond|div(r,d)|within=top2_deviation|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,top2_deviation,mean,1,sqrt,08373cc6a8e3,True,f045749,True,0.868797350747329,True
"outer=inv|sn_i_bond|div(r,d)|within=top2_deviation|across=mean",A,sn_i_bond,"div(r,d)",div_reverse,d+r,top2_deviation,mean,1,inv,ffb18bccf677,True,f045750,True,0.256410858579418,True
"outer=sq|sn_i_bond|div(r,d)|within=top2_deviation|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,top2_deviation,median,1,sq,e48ce8fc0a06,True,f045751,True,1.0137964189693,True
"outer=sqrt|sn_i_bond|div(r,d)|within=top2_deviation|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,top2_deviation,median,1,sqrt,790ef8e8e5fe,True,f045752,True,0.868939994713338,True
"outer=inv|sn_i_bond|div(r,d)|within=top2_deviation|across=median",A,sn_i_bond,"div(r,d)",div_reverse,d+r,top2_deviation,median,1,inv,fbce78e4532a,True,f045753,True,0.2564154687342,True
"outer=sq|sn_i_bond|div(r,d)|within=top2_deviation|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,top2_deviation,max,1,sq,b34843252569,True,f045754,True,0.643667359109908,True
"outer=sqrt|sn_i_bond|div(r,d)|within=top2_deviation|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,top2_deviation,max,1,sqrt,b7701df60955,True,f045755,True,0.789357349561475,True
"outer=inv|sn_i_bond|div(r,d)|within=top2_deviation|across=max",A,sn_i_bond,"div(r,d)",div_reverse,d+r,top2_deviation,max,1,inv,cd12ff99bf46,True,f045756,True,0.317570704031529,True
"outer=sq|sn_i_bond|div(r,d)|within=top2_deviation|across=range",A,sn_i_bond,"div(r,d)",div_reverse,d+r,top2_deviation,range,1,sq,df3ebbf9a899,True,f045757,True,1.28970266711831,True
"outer=sqrt|sn_i_bond|div(r,d)|within=top2_deviation|across=range",A,sn_i_bond,"div(r,d)",div_reverse,d+r,top2_deviation,range,1,sqrt,fe94f7a6716e,True,f045758,True,1.96245804563941,True
"outer=sq|sn_i_bond|div(r,d)|within=top2_deviation|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,top2_deviation,site_cv,1,sq,3d89d8800eba,True,f045759,True,0.44191839865909,True
"outer=sqrt|sn_i_bond|div(r,d)|within=top2_deviation|across=site_cv",A,sn_i_bond,"div(r,d)",div_reverse,d+r,top2_deviation,site_cv,1,sqrt,6e167954bb30,True,f045760,True,1.59184432197631,True
"outer=sq|sn_i_bond|mult(h,r)|within=sd|across=site_cv",A,sn_i_bond,"mult(h,r)",mult,h+r,sd,site_cv,1,sq,d094393c10d6,True,f052482,True,0.296861467528396,True
"outer=sqrt|sn_i_bond|mult(h,r)|within=sd|across=site_cv",A,sn_i_bond,"mult(h,r)",mult,h+r,sd,site_cv,1,sqrt,cabb6ed4bab3,True,f052483,True,1.68783585041628,True
