candidate_key,required_modules,object_type,local_expression,local_operation,source_primitives,within_reducer,across_reducer,unit,outer_transform,numeric_family_id,is_family_representative,feature_id,grid_dependent,max_grid_spread_pct_of_full_range,grid_stable
outer=sqrt|sn_i_bond|sq(h)|within=normalized_range|across=site_cv,A,sn_i_bond,sq(h),sq,h,normalized_range,site_cv,1,sqrt,6393c5bb020c,True,f022399,True,1.58912929444937,True
outer=sqrt|sn_i_bond|sq(h)|within=mad|across=mean,A,sn_i_bond,sq(h),sq,h,mad,mean,1,sqrt,9c4ebedf9988,True,f022401,True,2.85281202137492,True
outer=inv|sn_i_bond|sq(h)|within=mad|across=mean,A,sn_i_bond,sq(h),sq,h,mad,mean,1,inv,7d8cbf127176,True,f022402,True,0.0380223627699643,True
outer=sqrt|sn_i_bond|sq(h)|within=mad|across=median,A,sn_i_bond,sq(h),sq,h,mad,median,1,sqrt,18c2ef0cf6ec,True,f022404,True,2.85172267678623,True
outer=inv|sn_i_bond|sq(h)|within=mad|across=median,A,sn_i_bond,sq(h),sq,h,mad,median,1,inv,4116b6f4b011,True,f022405,True,0.0380223422466997,True
outer=sqrt|sn_i_bond|sq(h)|within=mad|across=max,A,sn_i_bond,sq(h),sq,h,mad,max,1,sqrt,55745605bee9,True,f022407,True,1.57677967245407,True
outer=inv|sn_i_bond|sq(h)|within=mad|across=max,A,sn_i_bond,sq(h),sq,h,mad,max,1,inv,31280f8b92d4,True,f022408,True,0.0381140556181404,True
outer=sq|sn_i_bond|sq(h)|within=mad|across=site_cv,A,sn_i_bond,sq(h),sq,h,mad,site_cv,1,sq,f7da21f97b06,True,f022411,True,4.22796684576307,True
outer=sq|sn_i_bond|sq(h)|within=iqr|across=mean,A,sn_i_bond,sq(h),sq,h,iqr,mean,1,sq,a5626ee1f9e1,True,f022413,True,3.56228185976134,True
outer=sqrt|sn_i_bond|sq(h)|within=iqr|across=mean,A,sn_i_bond,sq(h),sq,h,iqr,mean,1,sqrt,8a6822aa74a8,True,f022414,True,1.86830453594826,True
outer=inv|sn_i_bond|sq(h)|within=iqr|across=mean,A,sn_i_bond,sq(h),sq,h,iqr,mean,1,inv,a3a67221f387,True,f022415,True,0.0473576559893346,True
outer=sq|sn_i_bond|sq(h)|within=iqr|across=median,A,sn_i_bond,sq(h),sq,h,iqr,median,1,sq,5f8cffed2a31,True,f022416,True,3.56311536107242,True
outer=sqrt|sn_i_bond|sq(h)|within=iqr|across=median,A,sn_i_bond,sq(h),sq,h,iqr,median,1,sqrt,bd4c76da3a8d,True,f022417,True,1.86842390474253,True
outer=inv|sn_i_bond|sq(h)|within=iqr|across=median,A,sn_i_bond,sq(h),sq,h,iqr,median,1,inv,cd6b94c7a300,True,f022418,True,0.0473576959121216,True
outer=sq|sn_i_bond|sq(h)|within=iqr|across=max,A,sn_i_bond,sq(h),sq,h,iqr,max,1,sq,8cb6cb63b1d6,True,f022419,True,4.20769551828312,True
outer=sqrt|sn_i_bond|sq(h)|within=iqr|across=max,A,sn_i_bond,sq(h),sq,h,iqr,max,1,sqrt,0ba97c70c0a4,True,f022420,True,1.77738426268921,True
outer=inv|sn_i_bond|sq(h)|within=iqr|across=max,A,sn_i_bond,sq(h),sq,h,iqr,max,1,inv,c6316a4c5e15,True,f022421,True,0.0475881654328121,True
outer=sq|sn_i_bond|sq(h)|within=iqr|across=range,A,sn_i_bond,sq(h),sq,h,iqr,range,1,sq,da1d512f9c94,True,f022422,True,3.79527895641624,True
outer=sq|sn_i_bond|sq(h)|within=min|across=mean,A,sn_i_bond,sq(h),sq,h,min,mean,1,sq,ab3dc2b61d28,True,f022426,True,4.83291758858342,True
outer=sq|sn_i_bond|sq(h)|within=min|across=median,A,sn_i_bond,sq(h),sq,h,min,median,1,sq,a588658b53aa,True,f022429,True,4.83236107287386,True
outer=sq|sn_i_bond|sq(h)|within=min|across=range,A,sn_i_bond,sq(h),sq,h,min,range,1,sq,1fc7f1f74d89,True,f022434,True,4.65342198566688,True
outer=sq|sn_i_bond|sq(h)|within=max|across=mean,A,sn_i_bond,sq(h),sq,h,max,mean,1,sq,2f9294b433ec,True,f022438,True,0.793565788143932,True
outer=sqrt|sn_i_bond|sq(h)|within=max|across=mean,A,sn_i_bond,sq(h),sq,h,max,mean,1,sqrt,04684f060c5c,True,f022439,True,0.735297135115764,True
outer=inv|sn_i_bond|sq(h)|within=max|across=mean,A,sn_i_bond,sq(h),sq,h,max,mean,1,inv,5683d9747f01,True,f022440,True,0.677726928607966,True
outer=sq|sn_i_bond|sq(h)|within=max|across=median,A,sn_i_bond,sq(h),sq,h,max,median,1,sq,a6be5c5ef1ac,True,f022441,True,0.790415102305412,True
outer=sqrt|sn_i_bond|sq(h)|within=max|across=median,A,sn_i_bond,sq(h),sq,h,max,median,1,sqrt,efa2b90b84e8,True,f022442,True,0.732387536311901,True
outer=inv|sn_i_bond|sq(h)|within=max|across=median,A,sn_i_bond,sq(h),sq,h,max,median,1,inv,1344cdd83e50,True,f022443,True,0.675053336961714,True
outer=sq|sn_i_bond|sq(h)|within=max|across=max,A,sn_i_bond,sq(h),sq,h,max,max,1,sq,d448bc92f7e8,True,f022444,True,1.00038836941751,True
outer=inv|sn_i_bond|sq(h)|within=max|across=max,A,sn_i_bond,sq(h),sq,h,max,max,1,inv,29d9c6d427df,True,f022445,True,0.829601696381762,True
outer=sq|sn_i_bond|sq(h)|within=max|across=range,A,sn_i_bond,sq(h),sq,h,max,range,1,sq,7b615b862b5c,True,f022446,True,2.74327632505801,True
outer=sqrt|sn_i_bond|sq(h)|within=max|across=range,A,sn_i_bond,sq(h),sq,h,max,range,1,sqrt,450533fb79a2,True,f022447,True,2.90323386840651,True
outer=sq|sn_i_bond|sq(h)|within=max|across=site_cv,A,sn_i_bond,sq(h),sq,h,max,site_cv,1,sq,fc422151383a,True,f022448,True,2.65701257304477,True
outer=sqrt|sn_i_bond|sq(h)|within=max|across=site_cv,A,sn_i_bond,sq(h),sq,h,max,site_cv,1,sqrt,276bcbfb67db,True,f022449,True,2.913317372381,True
outer=sq|sn_i_bond|sq(h)|within=top2_deviation|across=mean,A,sn_i_bond,sq(h),sq,h,top2_deviation,mean,1,sq,49e5a1606f87,True,f022450,True,2.5970553356298,True
outer=sqrt|sn_i_bond|sq(h)|within=top2_deviation|across=mean,A,sn_i_bond,sq(h),sq,h,top2_deviation,mean,1,sqrt,ec631b940158,True,f022451,True,1.43776157885958,True
outer=inv|sn_i_bond|sq(h)|within=top2_deviation|across=mean,A,sn_i_bond,sq(h),sq,h,top2_deviation,mean,1,inv,1689a8a40f35,True,f022452,True,0.0271295199309719,True
outer=sq|sn_i_bond|sq(h)|within=top2_deviation|across=median,A,sn_i_bond,sq(h),sq,h,top2_deviation,median,1,sq,c91f456fbb47,True,f022453,True,2.59639055005168,True
outer=sqrt|sn_i_bond|sq(h)|within=top2_deviation|across=median,A,sn_i_bond,sq(h),sq,h,top2_deviation,median,1,sqrt,ebf0047473b3,True,f022454,True,1.43766263794839,True
outer=inv|sn_i_bond|sq(h)|within=top2_deviation|across=median,A,sn_i_bond,sq(h),sq,h,top2_deviation,median,1,inv,4c1aac5d842a,True,f022455,True,0.0271295028298954,True
outer=sq|sn_i_bond|sq(h)|within=top2_deviation|across=max,A,sn_i_bond,sq(h),sq,h,top2_deviation,max,1,sq,5ee79d956785,True,f022456,True,2.10260884921132,True
outer=sqrt|sn_i_bond|sq(h)|within=top2_deviation|across=max,A,sn_i_bond,sq(h),sq,h,top2_deviation,max,1,sqrt,457c4ecb47d5,True,f022457,True,1.35895594467917,True
outer=inv|sn_i_bond|sq(h)|within=top2_deviation|across=max,A,sn_i_bond,sq(h),sq,h,top2_deviation,max,1,inv,d7237d9efb00,True,f022458,True,0.0273401123171715,True
outer=sq|sn_i_bond|sq(h)|within=top2_deviation|across=range,A,sn_i_bond,sq(h),sq,h,top2_deviation,range,1,sq,49fb8adfe1c4,True,f022459,True,1.4653737348809,True
outer=sqrt|sn_i_bond|sq(h)|within=top2_deviation|across=range,A,sn_i_bond,sq(h),sq,h,top2_deviation,range,1,sqrt,5b23570f3612,True,f022460,True,1.49251829388618,True
outer=sq|sn_i_bond|sq(h)|within=top2_deviation|across=site_cv,A,sn_i_bond,sq(h),sq,h,top2_deviation,site_cv,1,sq,5564b89d1070,True,f022461,True,0.360954152314021,True
outer=sqrt|sn_i_bond|sq(h)|within=top2_deviation|across=site_cv,A,sn_i_bond,sq(h),sq,h,top2_deviation,site_cv,1,sqrt,ed602f6744b8,True,f022462,True,0.935331017100127,True
outer=sq|sn_i_bond|sqrt(h)|within=sd|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,sd,mean,1,sq,b512b3cb6df1,True,f022476,True,1.31572437076264,True
outer=sqrt|sn_i_bond|sqrt(h)|within=sd|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,sd,mean,1,sqrt,190ca04a65ce,True,f022477,True,0.607933239633603,True
outer=inv|sn_i_bond|sqrt(h)|within=sd|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,sd,mean,1,inv,fce37c6c9a85,True,f022478,True,0.0122098640791759,True
outer=sq|sn_i_bond|sqrt(h)|within=sd|across=median,A,sn_i_bond,sqrt(h),sqrt,h,sd,median,1,sq,e9cae06d7435,True,f022479,True,1.30558160436805,True
outer=sqrt|sn_i_bond|sqrt(h)|within=sd|across=median,A,sn_i_bond,sqrt(h),sqrt,h,sd,median,1,sqrt,5f8ac7a7f77b,True,f022480,True,0.607926288515152,True
outer=inv|sn_i_bond|sqrt(h)|within=sd|across=median,A,sn_i_bond,sqrt(h),sqrt,h,sd,median,1,inv,6667ec82df2e,True,f022481,True,0.0122098625864098,True
outer=sq|sn_i_bond|sqrt(h)|within=sd|across=max,A,sn_i_bond,sqrt(h),sqrt,h,sd,max,1,sq,398b89361823,True,f022482,True,3.32449658351417,True
outer=sqrt|sn_i_bond|sqrt(h)|within=sd|across=max,A,sn_i_bond,sqrt(h),sqrt,h,sd,max,1,sqrt,c05db02d2552,True,f022483,True,0.910199809209641,True
outer=inv|sn_i_bond|sqrt(h)|within=sd|across=max,A,sn_i_bond,sqrt(h),sqrt,h,sd,max,1,inv,04f1b001a238,True,f022484,True,0.0122915536151703,True
outer=sq|sn_i_bond|sqrt(h)|within=sd|across=range,A,sn_i_bond,sqrt(h),sqrt,h,sd,range,1,sq,8b9a707ece41,True,f022485,True,3.0331969419332,True
outer=sqrt|sn_i_bond|sqrt(h)|within=sd|across=range,A,sn_i_bond,sqrt(h),sqrt,h,sd,range,1,sqrt,d7e4778b1f05,True,f022486,True,4.13673231571989,True
outer=sq|sn_i_bond|sqrt(h)|within=sd|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,sd,site_cv,1,sq,08b3d57b474c,True,f022487,True,0.608183906618531,True
outer=sqrt|sn_i_bond|sqrt(h)|within=sd|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,sd,site_cv,1,sqrt,a6e628eb675c,True,f022488,True,2.70214902594235,True
outer=sq|sn_i_bond|sqrt(h)|within=cv|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,cv,mean,1,sq,397583fe6123,True,f022489,True,1.38340365182936,True
outer=sqrt|sn_i_bond|sqrt(h)|within=cv|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,cv,mean,1,sqrt,a9c9b06076db,True,f022490,True,0.634701941332659,True
outer=inv|sn_i_bond|sqrt(h)|within=cv|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,cv,mean,1,inv,dda1b2fb4b43,True,f022491,True,0.0127421854526025,True
outer=sq|sn_i_bond|sqrt(h)|within=cv|across=median,A,sn_i_bond,sqrt(h),sqrt,h,cv,median,1,sq,4324ec09b5bc,True,f022492,True,1.37320358707525,True
outer=sqrt|sn_i_bond|sqrt(h)|within=cv|across=median,A,sn_i_bond,sqrt(h),sqrt,h,cv,median,1,sqrt,0d2da2596b78,True,f022493,True,0.634694870537757,True
outer=inv|sn_i_bond|sqrt(h)|within=cv|across=median,A,sn_i_bond,sqrt(h),sqrt,h,cv,median,1,inv,2c7047f208bf,True,f022494,True,0.0127421839376902,True
outer=sq|sn_i_bond|sqrt(h)|within=cv|across=max,A,sn_i_bond,sqrt(h),sqrt,h,cv,max,1,sq,a4b2d2c87ab8,True,f022495,True,3.48656408182661,True
outer=sqrt|sn_i_bond|sqrt(h)|within=cv|across=max,A,sn_i_bond,sqrt(h),sqrt,h,cv,max,1,sqrt,09c98837e008,True,f022496,True,0.95510501194305,True
outer=inv|sn_i_bond|sqrt(h)|within=cv|across=max,A,sn_i_bond,sqrt(h),sqrt,h,cv,max,1,inv,86e46a2aeff7,True,f022497,True,0.0128274585480149,True
outer=sq|sn_i_bond|sqrt(h)|within=cv|across=range,A,sn_i_bond,sqrt(h),sqrt,h,cv,range,1,sq,563484e57469,True,f022498,True,3.08876522167008,True
outer=sqrt|sn_i_bond|sqrt(h)|within=cv|across=range,A,sn_i_bond,sqrt(h),sqrt,h,cv,range,1,sqrt,b9c40395eb55,True,f022499,True,4.20252422861527,True
outer=sq|sn_i_bond|sqrt(h)|within=cv|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,cv,site_cv,1,sq,92a2338e0738,True,f022500,True,0.613517104219434,True
outer=sqrt|sn_i_bond|sqrt(h)|within=cv|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,cv,site_cv,1,sqrt,214284e5d070,True,f022501,True,2.72947521859305,True
outer=sq|sn_i_bond|sqrt(h)|within=normalized_range|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,mean,1,sq,e0e94fdd09f5,True,f022502,True,2.90775018360604,True
outer=sqrt|sn_i_bond|sqrt(h)|within=normalized_range|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,mean,1,sqrt,6d871a3a61c4,True,f022503,True,1.57601990618376,True
outer=inv|sn_i_bond|sqrt(h)|within=normalized_range|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,mean,1,inv,bb189ea9138c,True,f022504,True,0.0274568086634983,True
outer=sq|sn_i_bond|sqrt(h)|within=normalized_range|across=median,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,median,1,sq,7c081d3ec7cc,True,f022505,True,2.90699151069893,True
outer=sqrt|sn_i_bond|sqrt(h)|within=normalized_range|across=median,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,median,1,sqrt,23030e953e48,True,f022506,True,1.57590961604095,True
outer=inv|sn_i_bond|sqrt(h)|within=normalized_range|across=median,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,median,1,inv,d38c46b490f7,True,f022507,True,0.0274567921049902,True
outer=sq|sn_i_bond|sqrt(h)|within=normalized_range|across=max,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,max,1,sq,edf69aa95224,True,f022508,True,2.3812781294978,True
outer=sqrt|sn_i_bond|sqrt(h)|within=normalized_range|across=max,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,max,1,sqrt,9ec22f40465a,True,f022509,True,1.49425683871845,True
outer=inv|sn_i_bond|sqrt(h)|within=normalized_range|across=max,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,max,1,inv,dd2c6053e0e3,True,f022510,True,0.0276041606639945,True
outer=sq|sn_i_bond|sqrt(h)|within=normalized_range|across=range,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,range,1,sq,fc06b9f2facb,True,f022511,True,2.65142068599994,True
outer=sqrt|sn_i_bond|sqrt(h)|within=normalized_range|across=range,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,range,1,sqrt,d35c94bb970f,True,f022512,True,2.20546652873886,True
outer=sq|sn_i_bond|sqrt(h)|within=normalized_range|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,site_cv,1,sq,4de20fc59e48,True,f022513,True,0.72513312469322,True
outer=sqrt|sn_i_bond|sqrt(h)|within=normalized_range|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,site_cv,1,sqrt,cbe62dcf26b7,True,f022514,True,1.51584609582671,True
outer=sqrt|sn_i_bond|sqrt(h)|within=mad|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,mad,mean,1,sqrt,f39fc6e83f2b,True,f022516,True,1.65803687560347,True
outer=inv|sn_i_bond|sqrt(h)|within=mad|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,mad,mean,1,inv,0bae9c625a1b,True,f022517,True,0.0374498242720265,True
outer=sqrt|sn_i_bond|sqrt(h)|within=mad|across=median,A,sn_i_bond,sqrt(h),sqrt,h,mad,median,1,sqrt,3db92d880b5f,True,f022519,True,1.65801543454798,True
outer=inv|sn_i_bond|sqrt(h)|within=mad|across=median,A,sn_i_bond,sqrt(h),sqrt,h,mad,median,1,inv,7903a8c1a719,True,f022520,True,0.0374498187323125,True
outer=sq|sn_i_bond|sqrt(h)|within=mad|across=max,A,sn_i_bond,sqrt(h),sqrt,h,mad,max,1,sq,cfcadd816823,True,f022521,True,3.90909943889554,True
outer=sqrt|sn_i_bond|sqrt(h)|within=mad|across=max,A,sn_i_bond,sqrt(h),sqrt,h,mad,max,1,sqrt,43ca982e10da,True,f022522,True,1.54233940586961,True
outer=inv|sn_i_bond|sqrt(h)|within=mad|across=max,A,sn_i_bond,sqrt(h),sqrt,h,mad,max,1,inv,e8acc16c19a0,True,f022523,True,0.0375492419502204,True
outer=sq|sn_i_bond|sqrt(h)|within=mad|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,mad,site_cv,1,sq,cfb3475ce3e2,True,f022526,True,4.19224297704508,True
outer=sq|sn_i_bond|sqrt(h)|within=iqr|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,iqr,mean,1,sq,71935273f01f,True,f022528,True,3.51332971377237,True
outer=sqrt|sn_i_bond|sqrt(h)|within=iqr|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,iqr,mean,1,sqrt,dffd951652ab,True,f022529,True,1.84431919857566,True
outer=inv|sn_i_bond|sqrt(h)|within=iqr|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,iqr,mean,1,inv,d5c975a3acdf,True,f022530,True,0.0466986355030506,True
outer=sq|sn_i_bond|sqrt(h)|within=iqr|across=median,A,sn_i_bond,sqrt(h),sqrt,h,iqr,median,1,sq,569cccdcdaf1,True,f022531,True,3.51409617822646,True
outer=sqrt|sn_i_bond|sqrt(h)|within=iqr|across=median,A,sn_i_bond,sqrt(h),sqrt,h,iqr,median,1,sqrt,2ed354737586,True,f022532,True,1.84442905690899,True
outer=inv|sn_i_bond|sqrt(h)|within=iqr|across=median,A,sn_i_bond,sqrt(h),sqrt,h,iqr,median,1,inv,7b27bf42fa65,True,f022533,True,0.0466986721278807,True
outer=sq|sn_i_bond|sqrt(h)|within=iqr|across=max,A,sn_i_bond,sqrt(h),sqrt,h,iqr,max,1,sq,dcb9f71380f3,True,f022534,True,4.03971229617371,True
outer=sqrt|sn_i_bond|sqrt(h)|within=iqr|across=max,A,sn_i_bond,sqrt(h),sqrt,h,iqr,max,1,sqrt,16217cd671ee,True,f022535,True,1.7451181255324,True
outer=inv|sn_i_bond|sqrt(h)|within=iqr|across=max,A,sn_i_bond,sqrt(h),sqrt,h,iqr,max,1,inv,1559f18da9ad,True,f022536,True,0.0469224348347228,True
outer=sq|sn_i_bond|sqrt(h)|within=iqr|across=range,A,sn_i_bond,sqrt(h),sqrt,h,iqr,range,1,sq,2538e01c0925,True,f022537,True,3.81491833868425,True
outer=sq|sn_i_bond|sqrt(h)|within=max|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,max,mean,1,sq,963f64b1fdaf,True,f022553,True,0.741040065474883,True
outer=sqrt|sn_i_bond|sqrt(h)|within=max|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,max,mean,1,sqrt,c92cf496dc54,True,f022554,True,0.726466241926841,True
outer=inv|sn_i_bond|sqrt(h)|within=max|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,max,mean,1,inv,edbbf7988c21,True,f022555,True,0.711944973118128,True
outer=sq|sn_i_bond|sqrt(h)|within=max|across=median,A,sn_i_bond,sqrt(h),sqrt,h,max,median,1,sq,de9097e1d887,True,f022556,True,0.740353549174085,True
outer=sqrt|sn_i_bond|sqrt(h)|within=max|across=median,A,sn_i_bond,sqrt(h),sqrt,h,max,median,1,sqrt,39c4ecab7d08,True,f022557,True,0.725795966391301,True
outer=inv|sn_i_bond|sqrt(h)|within=max|across=median,A,sn_i_bond,sqrt(h),sqrt,h,max,median,1,inv,3131738d99e1,True,f022558,True,0.711290727157663,True
outer=sqrt|sn_i_bond|sqrt(h)|within=max|across=max,A,sn_i_bond,sqrt(h),sqrt,h,max,max,1,sqrt,2b3015bce5b3,True,f022559,True,0.892794990286056,True
outer=inv|sn_i_bond|sqrt(h)|within=max|across=max,A,sn_i_bond,sqrt(h),sqrt,h,max,max,1,inv,1bc24d7bafef,True,f022560,True,0.871586476828282,True
outer=sq|sn_i_bond|sqrt(h)|within=max|across=range,A,sn_i_bond,sqrt(h),sqrt,h,max,range,1,sq,01db9ddd4067,True,f022561,True,2.5454666299583,True
outer=sqrt|sn_i_bond|sqrt(h)|within=max|across=range,A,sn_i_bond,sqrt(h),sqrt,h,max,range,1,sqrt,3583f975c992,True,f022562,True,2.86968489366157,True
outer=sq|sn_i_bond|sqrt(h)|within=max|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,max,site_cv,1,sq,b34ce4d41801,True,f022563,True,2.65299139901257,True
outer=sqrt|sn_i_bond|sqrt(h)|within=max|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,max,site_cv,1,sqrt,7714830757cf,True,f022564,True,2.91290677701339,True
outer=sq|sn_i_bond|sqrt(h)|within=top2_deviation|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,mean,1,sq,edf5abfd4c98,True,f022565,True,2.88068493562876,True
outer=sqrt|sn_i_bond|sqrt(h)|within=top2_deviation|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,mean,1,sqrt,761b62a6365d,True,f022566,True,1.56361222240178,True
outer=inv|sn_i_bond|sqrt(h)|within=top2_deviation|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,mean,1,inv,71d693d3d76e,True,f022567,True,0.0292794081836443,True
outer=sq|sn_i_bond|sqrt(h)|within=top2_deviation|across=median,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,median,1,sq,5b401ae10729,True,f022568,True,2.87993610571333,True
outer=sqrt|sn_i_bond|sqrt(h)|within=top2_deviation|across=median,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,median,1,sqrt,ad7ad826fb0f,True,f022569,True,1.56350289773392,True
outer=inv|sn_i_bond|sqrt(h)|within=top2_deviation|across=median,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,median,1,inv,cc4d8b8bb338,True,f022570,True,0.0292793891951421,True
outer=sq|sn_i_bond|sqrt(h)|within=top2_deviation|across=max,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,max,1,sq,b2824ed9047f,True,f022571,True,2.35973040445939,True
outer=sqrt|sn_i_bond|sqrt(h)|within=top2_deviation|across=max,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,max,1,sqrt,c5ffe93a8819,True,f022572,True,1.48252036885119,True
outer=inv|sn_i_bond|sqrt(h)|within=top2_deviation|across=max,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,max,1,inv,536bd13bc99d,True,f022573,True,0.0295072022249218,True
outer=sq|sn_i_bond|sqrt(h)|within=top2_deviation|across=range,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,range,1,sq,cb5a96d3d470,True,f022574,True,1.42570793894634,True
outer=sqrt|sn_i_bond|sqrt(h)|within=top2_deviation|across=range,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,range,1,sqrt,22286fa0a7e8,True,f022575,True,1.38950155044989,True
outer=sq|sn_i_bond|sqrt(h)|within=top2_deviation|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,site_cv,1,sq,d960eb63425f,True,f022576,True,0.337056378340991,True
outer=sqrt|sn_i_bond|sqrt(h)|within=top2_deviation|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,site_cv,1,sqrt,fa34c9e81643,True,f022577,True,1.02574468610489,True
outer=sq|sn_i_bond|r|within=sd|across=site_cv,A,sn_i_bond,r,identity,r,sd,site_cv,1,sq,5e69be454b19,True,f025275,True,0.260416922740232,True
outer=sqrt|sn_i_bond|r|within=sd|across=site_cv,A,sn_i_bond,r,identity,r,sd,site_cv,1,sqrt,b3fd3bbd8f4a,True,f025276,True,3.05141239786926,True
outer=sq|sn_i_bond|r|within=cv|across=mean,A,sn_i_bond,r,identity,r,cv,mean,1,sq,e79a621a26b7,True,f025277,True,4.17308983185094,True
outer=sqrt|sn_i_bond|r|within=cv|across=mean,A,sn_i_bond,r,identity,r,cv,mean,1,sqrt,7c770334cc2d,True,f025278,True,1.3523088933104,True
outer=inv|sn_i_bond|r|within=cv|across=mean,A,sn_i_bond,r,identity,r,cv,mean,1,inv,63da5813c84b,True,f025279,True,0.10661728942628,True
outer=sq|sn_i_bond|r|within=cv|across=median,A,sn_i_bond,r,identity,r,cv,median,1,sq,34d75fe53576,True,f025280,True,4.16043974499657,True
outer=sqrt|sn_i_bond|r|within=cv|across=median,A,sn_i_bond,r,identity,r,cv,median,1,sqrt,29a477de4442,True,f025281,True,1.34720368395812,True
outer=inv|sn_i_bond|r|within=cv|across=median,A,sn_i_bond,r,identity,r,cv,median,1,inv,cbcf6af9ea39,True,f025282,True,0.106160043233154,True
outer=sq|sn_i_bond|r|within=cv|across=max,A,sn_i_bond,r,identity,r,cv,max,1,sq,ee973a87a4c7,True,f025283,True,3.01510031706239,True
outer=sqrt|sn_i_bond|r|within=cv|across=max,A,sn_i_bond,r,identity,r,cv,max,1,sqrt,dd483a098057,True,f025284,True,0.994165169908938,True
outer=inv|sn_i_bond|r|within=cv|across=max,A,sn_i_bond,r,identity,r,cv,max,1,inv,c9d7cbf6bb91,True,f025285,True,0.0998337028329846,True
outer=sq|sn_i_bond|r|within=cv|across=range,A,sn_i_bond,r,identity,r,cv,range,1,sq,9d2290004d96,True,f025286,True,1.51023121867658,True
outer=sqrt|sn_i_bond|r|within=cv|across=range,A,sn_i_bond,r,identity,r,cv,range,1,sqrt,1fea0da799a5,True,f025287,True,4.44888219512946,True
outer=sq|sn_i_bond|r|within=cv|across=site_cv,A,sn_i_bond,r,identity,r,cv,site_cv,1,sq,1a8a256dd86b,True,f025288,True,0.261236350358309,True
outer=sqrt|sn_i_bond|r|within=cv|across=site_cv,A,sn_i_bond,r,identity,r,cv,site_cv,1,sqrt,4b412bc37088,True,f025289,True,3.05383352087083,True
outer=sq|sn_i_bond|r|within=normalized_range|across=mean,A,sn_i_bond,r,identity,r,normalized_range,mean,1,sq,012f183f534a,True,f025290,True,3.02970142789654,True
outer=sqrt|sn_i_bond|r|within=normalized_range|across=mean,A,sn_i_bond,r,identity,r,normalized_range,mean,1,sqrt,2d40a1cc43ef,True,f025291,True,0.935496695106656,True
outer=inv|sn_i_bond|r|within=normalized_range|across=mean,A,sn_i_bond,r,identity,r,normalized_range,mean,1,inv,e07779ccca18,True,f025292,True,0.0923383674915418,True
outer=sq|sn_i_bond|r|within=normalized_range|across=median,A,sn_i_bond,r,identity,r,normalized_range,median,1,sq,151a1362e0bb,True,f025293,True,3.18963380456839,True
outer=sqrt|sn_i_bond|r|within=normalized_range|across=median,A,sn_i_bond,r,identity,r,normalized_range,median,1,sqrt,0b06a7a431ff,True,f025294,True,0.978124680674486,True
